consumer_complaint_narrative,product,issue,clean_text,text_length,cluster
"This is regarding CFPB complaints # XXXX, XXXX, XXXX, XXXX, and XXXX. 

XXXX XXXX  sent the wire correctly following XXXX 's instructions. 
See the attached documents. 
The error is on Wells Fargo 's receiving end. 
Just keep your word and promptly refund me the overpayment. 

Attached are the proofs. 
XXXX XXXX  letter proves that identifying information on the wire to apply the payoff balance on XX/XX/22. 
The error was on the Wells FargoXXXX XXXX receiving end . 
While waiting for resolution, I paid {$2000.00} on XX/XX/22, {$1600.00} + {$1600.00} + {$61000.00} on XX/XX/22, which is more than {$66000.00} I owed per XXXX. 

Honor the XX/XX/22 payoff balance as promised and promptly refund me the overpaid amount.",Mortgage,Trouble during payment process,this is regarding cfpb complaints xxxx xxxx xxxx xxxx and xxxx xxxx xxxx sent the wire correctly following xxxx s instructions see the attached documents the error is on wells fargo s receiving end just keep your word and promptly refund me the overpayment attached are the proofs xxxx xxxx letter proves that identifying information on the wire to apply the payoff balance on xxxx the error was on the wells fargoxxxx xxxx receiving end while waiting for resolution i paid on xxxx on xxxx which is more than i owed per xxxx honor the xxxx payoff balance as promised and promptly refund me the overpaid amount,609,1
"I made a quote to pay my house, to pay in full on XX/XX/XXXX, they sent me by email the house payoff valid until XX/XX/XXXX, I made a payment on XX/XX/XXXX, {$120000.00}. Only {$7100.00} left. I called the WELLS FARGO Mortgage XXXX on XX/XX/XXXX, to finish paying off the house, they did but next day Wells Fargo reversed the payment. This morning, when I accessed my account at WELLS FARGO to see if everything was ok, I saw that the payment was reversed. I called the WELLS FARGO company to find out what had happened, and they told me that I had to do the payoff quote again, I told the representative that I had already requested the payoff of the loan and I agreed with what they sent me in my email. The representative told me that I would have to make a new quote to make the payoff, I told him that I had already received it on XX/XX/XXXX, and I had the quote to pay within the period established by them, on XX/XX/XXXX, The representative kept insisting that he would have to redo it, I have the proofs of the quote that they sent me, and I was on time. WELLS FARGO is giving me a hard time to finish paying off my house, and for no reason. THE WELLS FARGO WANTS TO GAIN MORE TIME TO CHARGE ME MORE THAN I WAS PASSED IN THE XXXX ON XX/XX/XXXX, WHICH WOULD BE VALID UNTIL XX/XX/XXXX. Now he has a push game to gain time to want to charge more on top of the remaining payment, which would be {$7100.00}. It was no use talking to the mortgage representative because he told me he couldn't do anything and that it would have to be done by the big bosses to finish the house payoff. This is a joke because I already had the payoff quota, it made me very stressed, and I already have nerve problems, and this aggravated my nervous system even more. I just want to pay off the rest of my house. I think this WELL FARGO mortgage is going too far to end that story. Not only that, but I have the email proving the payoff they sent me. 
payments made and reversal, XX/XX/XXXXXXXX XXXX REVERSAL {$0.00} {$7100.00} XX/XX/XXXX PAYMENT {$7100.00} {$7100.00} XX/XX/XXXX PRINCIPAL XXXX {$120000.00} {$7100.00} Well, I made the pay-off payment in the time they sent the amount to be paid until XX/XX/XXXX, which they sent to me, if someone who works for WELLS FARGO did something wrong, it's not my fault. Just want to solve this problem yesterday. 
ATTACHED FILES THAT I RECIVED FROM WELLS FARGO MORTAGE COMPANY",Mortgage,Trouble during payment process,i made a quote to pay my house to pay in full on xxxxxxxx they sent me by email the house payoff valid until xxxxxxxx i made a payment on xxxxxxxx only left i called the wells fargo mortgage xxxx on xxxxxxxx to finish paying off the house they did but next day wells fargo reversed the payment this morning when i accessed my account at wells fargo to see if everything was ok i saw that the payment was reversed i called the wells fargo company to find out what had happened and they told me that i had to do the payoff quote again i told the representative that i had already requested the payoff of the loan and i agreed with what they sent me in my email the representative told me that i would have to make a new quote to make the payoff i told him that i had already received it on xxxxxxxx and i had the quote to pay within the period established by them on xxxxxxxx the representative kept insisting that he would have to redo it i have the proofs of the quote that they sent me and i was on time wells fargo is giving me a hard time to finish paying off my house and for no reason the wells fargo wants to gain more time to charge me more than i was passed in the xxxx on xxxxxxxx which would be valid until xxxxxxxx now he has a push game to gain time to want to charge more on top of the remaining payment which would be it was no use talking to the mortgage representative because he told me he couldnt do anything and that it would have to be done by the big bosses to finish the house payoff this is a joke because i already had the payoff quota it made me very stressed and i already have nerve problems and this aggravated my nervous system even more i just want to pay off the rest of my house i think this well fargo mortgage is going too far to end that story not only that but i have the email proving the payoff they sent me payments made and reversal xxxxxxxxxxxx xxxx reversal xxxxxxxx payment xxxxxxxx principal xxxx well i made the payoff payment in the time they sent the amount to be paid until xxxxxxxx which they sent to me if someone who works for wells fargo did something wrong its not my fault just want to solve this problem yesterday attached files that i recived from wells fargo mortage company,2231,2
"Background : - on XX/XX/XXXX, I paid my Wells Fargo mortgage of {$60.00} on line through my Wells Fargo Checking account - on XX/XX/XXXX, my XXXX XXXX XXXX account was charged {$86.00} for XXXX mortgage ( $ XXXX {$30.00} principles ). This was not authorized payment by me! 
- I called the bank 3 times and it seems no one can help me to solve this issue - then I spoke to a supervisor XXXX who said that she will look into it and it can take 10 days to get back to me!!",Mortgage,Trouble during payment process,background on xxxxxxxx i paid my wells fargo mortgage of on line through my wells fargo checking account on xxxxxxxx my xxxx xxxx xxxx account was charged for xxxx mortgage xxxx principles this was not authorized payment by me i called the bank times and it seems no one can help me to solve this issue then i spoke to a supervisor xxxx who said that she will look into it and it can take days to get back to me,411,0
"To the Consumer Fiance.gov. 
14 years of Foreclosure with Wells Fargo I am writing to you today to make you aware of my case and situation regarding Wells Fargo bank. I am going to try and give you the short version. We bought land in XXXX, in a small unincorporated town in Texas, called XXXX. XXXX acres ( XXXX -lot XXXX is XXXX plus acres with house and lot XXXX is XXXX plus acres of barre land ), which some people called a swamp. we had a vision to build a log home on the secluded acreage. We cleared the land and did most of the work ourselves. A lot has happened since XXXX of XXXX when I missed my first payment with Wells Fargo. I have never entered into an agreement with Wels Fargo and did not have a mortgage with them. I have refinanced my mortgage in XXXX with XXXX home loan. The interest rate at the time was XXXX XXXX. Wells Fargo bought it in a land grab sight unseen. XXXX XXXX # XXXX After losing my job in XXXX, my husband was on XXXX, so I was the principal bread winner of the family. I have XXXX sons, XXXX of which joined the military in the same year, and I was featured in the XXXX morning news. By XXXX I was in foreclosure and begged them for assistance. I had even told them that I had equity in the home, they could use to refinance and put the payments in the back of the note. They had offered to take on the back taxes we owed as well. I knew at the time this would not be a good thing, but our situation worsened. We entered into XXXX forbearances, XXXX in XXXX XXXX, which we made XXXX payments on of {$6500.00}. The XXXX one was for XXXX payments totaling {$9100.00} ( XXXX, XXXX, XXXX and XXXX, XXXX ). Once completed they where to modify the note. Instead they wanted yet another forebearnce. On XX/XX/XXXX we received a check for {$8200.00}. They denied the moficiation with no explanation. Not even sure how they derived at the number. IF they where so depserate to help us get caught up, why did they return money? They just wanted it to look worse than it really was... Now we are further behind then when we started working with them. 
Never did they ever live up to the promise of giving us a loan modification. Finally in XXXX of XXXX, I had enough. I called the news paper and asked if they would do another article about the military family losing their family home. The newspaper agreed and called the bank about the impending article. It wasnt XXXX hours later ; we got a call from someone claiming to be the secretary to the vice president of Wells Fargo. We knew it wasnt true but at least we got their attention. We finally got the modification! They really didnt modify anything. No interest rate change, they put the past due in a silent second. XXXX mortgages are not allowed in Texas, I guess that is why it was silent? They promised to show us as current, which is what we really wanted so we could refinance with someone else. We mailed checks to Wells Fargo, not the servicing company. This is where they asked us to send it to. It took them until XX/XX/XXXX to finally acknowledge that payments where being applied. See amendent # XXXX and # XXXX Then they said that the taxes increase, which we never got a statement from anyone to prove that. The letter of the increase was received after the date of the start date of the increase. This little amount was enough to show us late again. See Admendment # XXXX and # XXXX I had always made the payments via a paper check. XXXX month when my son was getting married, I had forgotten to transfer the funds to the house paying account. I had already sent the check but by the time I realized I didnt transfer the funds the check had bounced. I called every day for almost XXXX weeks to get someone to assist me. They told me since it was a paper check they where keeping it and would not resubmit it to the bank. I had to stop payment on the check and send a replacement. It even said replacement check in the notes. 
XXXX XXXX # XXXX To this day they have not recognized it was replaced. They told the courts we missed a payment making us look like XXXX XXXX who dont pay their bills. They lied to a federal judge, and no one distributed it. XXXX XXXX # XXXX On XX/XX/XXXX the attached statment shows an increase plus late fees even though we made payements in time. See amendment # XXXX They also changed servicing companies without telling us. ( New loan number and everything ). 
During the duration of all this, we had hired a lawyer to help us fighting them because we where not going to give up on the family home. We hired a lawyer who only got paid if we won the case. This went on for years. She sued them for ruining our credit of which we were supposed to receive XXXX dollars but we never got it. It went into the account since we still showed us as behind. XXXX XXXX # XXXX and # XXXX We grew tired of the run around and I had sent a complaint into your agency. You sent the complaint to the Wells Fargo who used it against us in court. They showed that we were dissatisfied with our council. She said that we made her look bad to her other Wells Fargo clients. We were frustrated with the system. Years of being in foreclosure. We hired another attorney ; this one wanted the money we were paying on the mortgage to be paid to them. This went on for several more years. Finally on XX/XX/XXXX, I lost my husband of over 40 years. He didnt even have life insurance so I could bury him. I had to sell his belongings just to pay for the funeral. I was devastated. I had nothing ; the house was supposed to be our nest eggA month later ( 8 years after missing our first payment ), I got an email from attorney that I had lost the case. He told me I could continue to fight and appeal the decision. I couldnt do that. The Social security people stopped my husbands XXXX checks immediately. I could NOT keep fighting them, I was exhausted, and devastated. The house was not my main concern. I was trying to figure out how to move forward being single and aloneI hired yet another attorney just to help fight the foreclosure which was sure to come after they won the case. I finally decided I should move closer to work, I could not live there by myself. I turned off the power and water and moved to an apartment. They sent a company to protect their investment This company broke into the house, put a pad lock on the back door and stole property out of the outbuilding. They also stole the original plans to the house which I left on the counter. I could not prove what was stolen. I never abandoned the home. 
Fast forward to XX/XX/XXXX, I am remarried and wanted to get this elephant off my back. My new husband and I wanted to start our new life together and not have this hinder us in the future. The market values of homes XXXX enough where I might be able to sell it and maybe make a little profit. The bank did nothing to help. I got the pay off and they wouldnt help sell it at all. I hired the realtor and finally got a buyer in XX/XX/XXXX. It took until XXXX of XXXX, for the banks to work with us and all the red tape. All this time they where acessing late fees even though we where in a lawsuite disbuting their illegal accounting practices. They even charged attorney fees, while still in disbute. I was still fighting them when the closing occured. See amendment # XXXX The buyers wanted the house bad and hung in there with me while I tried to get them to do anything! They not only made the full amount they claimed I owed ( still no statement ), plus the buyers had to pay all closing costs and the realtors fees. I got nothing!!! I feel this was a big injustice. I paid off the land ( XXXX parcels, XXXX with the house and XXXX was bare land ). I used every favor I had to get electricians and people to help with the build. We did a lot of the work ourselves. Working day and night all for nothing! The house according to XXXX is now worth {$890000.00}, I only owed XXXX. The payoff was {$580000.00}, The sale price was {$620000.00}. The rest was fees and now the new owners have equity! Everyone made money on this house except the owners of the house!!! There is no breakdown of what all this money is for? There never was a statement of charges, just numbers on a peice of paper. Why can they get credit for things they paid and I got nothing for my orogonal invenstment and expenses? I thought I had protection with my homestead in Texas? XXXX XXXX off XXXX # XXXX Whenever I asked why they would not reduce the interest rate when most Amercians ' where refiancing for a XXXX XXXX rate. I was told that the investors where not letting them do that. They where plauing a seroius game with people 's lives prior to XXXX. The investors Did XXXX 's, default swaps with Subprime mortages. I was XXXX of them! They knew the risks, I made no deals with XXXX XXXX or their investors! I thought the federal govemrment helped the mortage companies out, which the Amercian tax payers paid for. I thought we would be protected from these uethecial practices! It is my knowledge they didn't even change the title over until XXXX. How are they collecting money on loans they didn't even have titles to? 
XXXX XXXX # XXXX & # XXXX Not sure why I am sending this or even telling my story. It has never amounted to anything. I dont think you will ever get Wells Fargo to care. They are not a peoples bank! They are greedy and out to make money at any cost to the homeowner. I guess its time to put all these boxes of legal documents into the shredder and move on with my life. Everyone told me I should be happy I am out from under this horrific ordealIts still hard to let go. My first lawyer was right, they will never admit to any wrongdoing. Wish I would have listened instead of going through all that. I could have just given it back to them and let them sell it themselves. 
Thank you for your consideration in this matter. 
Sincerely ; XXXX XXXX XXXX Loan numbers- XXXX and XXXX Property address- XXXX XXXX XXXX XXXX, XXXX, Texas XXXX Current address- XXXX XXXX XXXX XXXX XXXX Texas XXXX Phone- XXXX email address XXXX XXXX",Mortgage,Trouble during payment process,to the consumer fiancegov years of foreclosure with wells fargo i am writing to you today to make you aware of my case and situation regarding wells fargo bank i am going to try and give you the short version we bought land in xxxx in a small unincorporated town in texas called xxxx xxxx acres xxxx lot xxxx is xxxx plus acres with house and lot xxxx is xxxx plus acres of barre land which some people called a swamp we had a vision to build a log home on the secluded acreage we cleared the land and did most of the work ourselves a lot has happened since xxxx of xxxx when i missed my first payment with wells fargo i have never entered into an agreement with wels fargo and did not have a mortgage with them i have refinanced my mortgage in xxxx with xxxx home loan the interest rate at the time was xxxx xxxx wells fargo bought it in a land grab sight unseen xxxx xxxx xxxx after losing my job in xxxx my husband was on xxxx so i was the principal bread winner of the family i have xxxx sons xxxx of which joined the military in the same year and i was featured in the xxxx morning news by xxxx i was in foreclosure and begged them for assistance i had even told them that i had equity in the home they could use to refinance and put the payments in the back of the note they had offered to take on the back taxes we owed as well i knew at the time this would not be a good thing but our situation worsened we entered into xxxx forbearances xxxx in xxxx xxxx which we made xxxx payments on of the xxxx one was for xxxx payments totaling xxxx xxxx xxxx and xxxx xxxx once completed they where to modify the note instead they wanted yet another forebearnce on xxxxxxxx we received a check for they denied the moficiation with no explanation not even sure how they derived at the number if they where so depserate to help us get caught up why did they return money they just wanted it to look worse than it really was now we are further behind then when we started working with them never did they ever live up to the promise of giving us a loan modification finally in xxxx of xxxx i had enough i called the news paper and asked if they would do another article about the military family losing their family home the newspaper agreed and called the bank about the impending article it wasnt xxxx hours later we got a call from someone claiming to be the secretary to the vice president of wells fargo we knew it wasnt true but at least we got their attention we finally got the modification they really didnt modify anything no interest rate change they put the past due in a silent second xxxx mortgages are not allowed in texas i guess that is why it was silent they promised to show us as current which is what we really wanted so we could refinance with someone else we mailed checks to wells fargo not the servicing company this is where they asked us to send it to it took them until xxxxxxxx to finally acknowledge that payments where being applied see amendent xxxx and xxxx then they said that the taxes increase which we never got a statement from anyone to prove that the letter of the increase was received after the date of the start date of the increase this little amount was enough to show us late again see admendment xxxx and xxxx i had always made the payments via a paper check xxxx month when my son was getting married i had forgotten to transfer the funds to the house paying account i had already sent the check but by the time i realized i didnt transfer the funds the check had bounced i called every day for almost xxxx weeks to get someone to assist me they told me since it was a paper check they where keeping it and would not resubmit it to the bank i had to stop payment on the check and send a replacement it even said replacement check in the notes xxxx xxxx xxxx to this day they have not recognized it was replaced they told the courts we missed a payment making us look like xxxx xxxx who dont pay their bills they lied to a federal judge and no one distributed it xxxx xxxx xxxx on xxxxxxxx the attached statment shows an increase plus late fees even though we made payements in time see amendment xxxx they also changed servicing companies without telling us new loan number and everything during the duration of all this we had hired a lawyer to help us fighting them because we where not going to give up on the family home we hired a lawyer who only got paid if we won the case this went on for years she sued them for ruining our credit of which we were supposed to receive xxxx dollars but we never got it it went into the account since we still showed us as behind xxxx xxxx xxxx and xxxx we grew tired of the run around and i had sent a complaint into your agency you sent the complaint to the wells fargo who used it against us in court they showed that we were dissatisfied with our council she said that we made her look bad to her other wells fargo clients we were frustrated with the system years of being in foreclosure we hired another attorney this one wanted the money we were paying on the mortgage to be paid to them this went on for several more years finally on xxxxxxxx i lost my husband of over years he didnt even have life insurance so i could bury him i had to sell his belongings just to pay for the funeral i was devastated i had nothing the house was supposed to be our nest egga month later years after missing our first payment i got an email from attorney that i had lost the case he told me i could continue to fight and appeal the decision i couldnt do that the social security people stopped my husbands xxxx checks immediately i could not keep fighting them i was exhausted and devastated the house was not my main concern i was trying to figure out how to move forward being single and alonei hired yet another attorney just to help fight the foreclosure which was sure to come after they won the case i finally decided i should move closer to work i could not live there by myself i turned off the power and water and moved to an apartment they sent a company to protect their investment this company broke into the house put a pad lock on the back door and stole property out of the outbuilding they also stole the original plans to the house which i left on the counter i could not prove what was stolen i never abandoned the home fast forward to xxxxxxxx i am remarried and wanted to get this elephant off my back my new husband and i wanted to start our new life together and not have this hinder us in the future the market values of homes xxxx enough where i might be able to sell it and maybe make a little profit the bank did nothing to help i got the pay off and they wouldnt help sell it at all i hired the realtor and finally got a buyer in xxxxxxxx it took until xxxx of xxxx for the banks to work with us and all the red tape all this time they where acessing late fees even though we where in a lawsuite disbuting their illegal accounting practices they even charged attorney fees while still in disbute i was still fighting them when the closing occured see amendment xxxx the buyers wanted the house bad and hung in there with me while i tried to get them to do anything they not only made the full amount they claimed i owed still no statement plus the buyers had to pay all closing costs and the realtors fees i got nothing i feel this was a big injustice i paid off the land xxxx parcels xxxx with the house and xxxx was bare land i used every favor i had to get electricians and people to help with the build we did a lot of the work ourselves working day and night all for nothing the house according to xxxx is now worth i only owed xxxx the payoff was the sale price was the rest was fees and now the new owners have equity everyone made money on this house except the owners of the house there is no breakdown of what all this money is for there never was a statement of charges just numbers on a peice of paper why can they get credit for things they paid and i got nothing for my orogonal invenstment and expenses i thought i had protection with my homestead in texas xxxx xxxx off xxxx xxxx whenever i asked why they would not reduce the interest rate when most amercians where refiancing for a xxxx xxxx rate i was told that the investors where not letting them do that they where plauing a seroius game with people s lives prior to xxxx the investors did xxxx s default swaps with subprime mortages i was xxxx of them they knew the risks i made no deals with xxxx xxxx or their investors i thought the federal govemrment helped the mortage companies out which the amercian tax payers paid for i thought we would be protected from these uethecial practices it is my knowledge they didnt even change the title over until xxxx how are they collecting money on loans they didnt even have titles to xxxx xxxx xxxx xxxx not sure why i am sending this or even telling my story it has never amounted to anything i dont think you will ever get wells fargo to care they are not a peoples bank they are greedy and out to make money at any cost to the homeowner i guess its time to put all these boxes of legal documents into the shredder and move on with my life everyone told me i should be happy i am out from under this horrific ordealits still hard to let go my first lawyer was right they will never admit to any wrongdoing wish i would have listened instead of going through all that i could have just given it back to them and let them sell it themselves thank you for your consideration in this matter sincerely xxxx xxxx xxxx loan numbers xxxx and xxxx property address xxxx xxxx xxxx xxxx xxxx texas xxxx current address xxxx xxxx xxxx xxxx xxxx texas xxxx phone xxxx email address xxxx xxxx,9698,1
"As of XX/XX/XXXX or {$260000.00} of a {$340000.00} original home value or XXXX % XXXX of original home value ( referred to as XXXX hereafter ) ), I am currently getting assessed PMI despite several requests to remove and WF changing the target XXXX multiple times due to "" XXXX XXXX policies that they can not assist with ''. 

Around XX/XX/XXXX, I was reassured that my PMI would be cancelled effective XX/XX/XXXX payment and the bill that had dropped confirmed that, coupled with issuing a check for XXXX PMI payment that was billed in contradiction of the letter I received ( advising I must meet a XXXX % XXXX to remove PMI ). On XX/XX/XXXX, my bill was re-invoiced and had PMI assessed for which I paid on XXXX. 

The paperwork, verbal discussions continue to contradict the respective communications and now it appears the system overrides and assesses PMI in spite of meeting al PMI requirements. 

Please note the home was purchased XXXX years ago and is well below the XXXX  % PMI that was agreed to in the original contracts, the subsequent targets of XXXX  % XXXX XXXX and all new home appraisals are required to be funded by homeowner with no new appraisal from PMI company ( XXXX XXXX ) or servicing company ( Wells Fargo ). 

This is the same issue that the other CFPB complaint under my profile is about. It has not resolved.",Mortgage,Trouble during payment process,as of xxxxxxxx or of a original home value or xxxx xxxx of original home value referred to as xxxx hereafter i am currently getting assessed pmi despite several requests to remove and wf changing the target xxxx multiple times due to xxxx xxxx policies that they can not assist with around xxxxxxxx i was reassured that my pmi would be cancelled effective xxxxxxxx payment and the bill that had dropped confirmed that coupled with issuing a check for xxxx pmi payment that was billed in contradiction of the letter i received advising i must meet a xxxx xxxx to remove pmi on xxxxxxxx my bill was reinvoiced and had pmi assessed for which i paid on xxxx the paperwork verbal discussions continue to contradict the respective communications and now it appears the system overrides and assesses pmi in spite of meeting al pmi requirements please note the home was purchased xxxx years ago and is well below the xxxx pmi that was agreed to in the original contracts the subsequent targets of xxxx xxxx xxxx and all new home appraisals are required to be funded by homeowner with no new appraisal from pmi company xxxx xxxx or servicing company wells fargo this is the same issue that the other cfpb complaint under my profile is about it has not resolved,1251,3
"I am writing because I have not received credit from Wells Fargo Bank, N. A. for two Bills of Exchange I sent to XXXX XXXX, XXXXXXXX XXXX XXXX XXXX Since they were not rejected, I presume that they were used to credit the payee, Wells Fargo. Please check the record, and let me know how to obtain a receipt for the transaction. Wells Fargo has been continuing to attempt to collect the debt, as if it was never XXXX at all. 

The Bills of Exchange should have been negotiated on or near the delivery dates shown. The delivery dates were taken from the XXXX tracking records of the registered mail numbers listed below, and are the same as the Bill of Exchange numbers. 


Bill of Exchange for Mortgage Account listed, Number XXXX XXXX XXXX XXXX XXXX XXXX Date of Delivery : XX/XX/2022, Amount : {$220000.00} ; Second Bill of Exchange for XXXX  Account, Number : XXXX XXXX XXXX XXXX XXXX, Date of Delivery : XX/XX/2022, Amount XXXX {$49000.00} The Bills of Exchange are part of a lawful process authorized by Congress and allowed in the U.S. Code.",Mortgage,Trouble during payment process,i am writing because i have not received credit from wells fargo bank n a for two bills of exchange i sent to xxxx xxxx xxxxxxxx xxxx xxxx xxxx since they were not rejected i presume that they were used to credit the payee wells fargo please check the record and let me know how to obtain a receipt for the transaction wells fargo has been continuing to attempt to collect the debt as if it was never xxxx at all the bills of exchange should have been negotiated on or near the delivery dates shown the delivery dates were taken from the xxxx tracking records of the registered mail numbers listed below and are the same as the bill of exchange numbers bill of exchange for mortgage account listed number xxxx xxxx xxxx xxxx xxxx xxxx date of delivery xxxx amount second bill of exchange for xxxx account number xxxx xxxx xxxx xxxx xxxx date of delivery xxxx amount xxxx the bills of exchange are part of a lawful process authorized by congress and allowed in the us code,971,1
"This is regarding CFPB complaints # XXXX, XXXX, XXXX, and XXXX. 

Attached are the proofs. 

XXXX XXXX letter proves that identifying information on the wire to apply the payoff balance on XX/XX/22. 
The error was on Wells FargoXXXX. 
While waiting for resolution, I paid {$2000.00} on XX/XX/22, {$1600.00} + {$1600.00} + {$61000.00} on XX/XX/22, which is more than {$66000.00} I owed per XXXX. 
Honor the XX/XX/22 payoff balance as promised and promptly refund me the overpaid amount.",Mortgage,Trouble during payment process,this is regarding cfpb complaints xxxx xxxx xxxx and xxxx attached are the proofs xxxx xxxx letter proves that identifying information on the wire to apply the payoff balance on xxxx the error was on wells fargoxxxx while waiting for resolution i paid on xxxx on xxxx which is more than i owed per xxxx honor the xxxx payoff balance as promised and promptly refund me the overpaid amount,387,1
"Case # XXXX refers. 

WellsFargo continues to double down on their wrong Escrow account calculation in response to my enquiries. 

Please note that my monthly mortgage statements support that during XXXX, I made payments to Wells Fargo in the amount of {$18000.00}. 
Funds paid into Escrow = {$10000.00} Escrow Disbursements = {$6300.00} Instead of correcting their error or clearly explaining how the ending balance in my Escrow account for XXXX became {$1200.00}, Wells Fargo continued to send pages of irrelevant information. 
By generating false foreclosure letters to justify attorney fees and claiming they were unable to locate calls made from a branch by an employee ( XXXX ) to a Vice President dispute resolution. A fact that was confirmed in their system when I went back to the branch in XXXX. WellsFargo has again shown lack of transparency in handling my Escrow account...",Mortgage,Trouble during payment process,case xxxx refers wellsfargo continues to double down on their wrong escrow account calculation in response to my enquiries please note that my monthly mortgage statements support that during xxxx i made payments to wells fargo in the amount of funds paid into escrow escrow disbursements instead of correcting their error or clearly explaining how the ending balance in my escrow account for xxxx became wells fargo continued to send pages of irrelevant information by generating false foreclosure letters to justify attorney fees and claiming they were unable to locate calls made from a branch by an employee xxxx to a vice president dispute resolution a fact that was confirmed in their system when i went back to the branch in xxxx wellsfargo has again shown lack of transparency in handling my escrow account,813,2
"We have completed a complaint with your agency before about this same problem with Wells Fargo Home Mortgage Company. 4 times, we have contacted Wells Fargo Home Mortgage Company about our missed payments during COV-19 Forbearance. We advised them 4 times that the payments were Deferral to the end of the loan, but we keep getting harassment letters NOW for full payment. We don't know if Wells Fargo Home Mortgage was supposed to send us a letter or something to complete for the deferral payments, but now we are getting more letters from Wells Fargo Home Mortgage ( 2-3 ) letters weekly even now letters from a collection 's agency. Please Help with this problem. 

Ps. The telephone calls stopped now Letters picked up. We signed a letter for limit contact from Wells Fargo, but they keep playing games with these harassing letters ( 2XXXX ) letters weekly.",Mortgage,Trouble during payment process,we have completed a complaint with your agency before about this same problem with wells fargo home mortgage company times we have contacted wells fargo home mortgage company about our missed payments during cov forbearance we advised them times that the payments were deferral to the end of the loan but we keep getting harassment letters now for full payment we dont know if wells fargo home mortgage was supposed to send us a letter or something to complete for the deferral payments but now we are getting more letters from wells fargo home mortgage letters weekly even now letters from a collection s agency please help with this problem ps the telephone calls stopped now letters picked up we signed a letter for limit contact from wells fargo but they keep playing games with these harassing letters xxxx letters weekly,826,2
"I have called Wells Fargo in the past about our PMI payments. It was my understanding that we needed to pay a certain amount of our mortgage down. By the time I got them to take off the PMI, we had reached a loan to value ratio of XXXX XXXX. It is my understanding that, by law, the mortgage company is supposed to cancel the PMI aXXXX XXXX XXXX  XXXX. Wells Fargo will not reimburse me or give me credit for all the extra PMI payments I made.",Mortgage,Trouble during payment process,i have called wells fargo in the past about our pmi payments it was my understanding that we needed to pay a certain amount of our mortgage down by the time i got them to take off the pmi we had reached a loan to value ratio of xxxx xxxx it is my understanding that by law the mortgage company is supposed to cancel the pmi axxxx xxxx xxxx xxxx wells fargo will not reimburse me or give me credit for all the extra pmi payments i made,434,3
"Information continues to change. Principal balance increases. I fear for my life here. This is all happening while Im going through a fraudulent divorce. They are trying to take my kids away.

Mortgage XXXX {$200000.00} balance",Mortgage,Trouble during payment process,information continues to change principal balance increases i fear for my life here this is all happening while im going through a fraudulent divorce they are trying to take my kids awaymortgage xxxx balance,207,0
"Increasing mortgage. No past due payments. Little decreases. 

Mortgage XXXX - $ {$1400.00} due XX/XX/2022 Today is Monday XX/XX/2022 2022",Mortgage,Trouble during payment process,increasing mortgage no past due payments little decreases mortgage xxxx due xxxx today is monday xxxx,101,2
